"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"UEIC","Universal Electronics Inc.","53.45","$774.95M","1993","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/ueic",
"UFPI","Universal Forest Products, Inc.","77.51","$1.56B","1993","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/ufpi",
"USAP","Universal Stainless & Alloy Products, Inc.","10.28","$73.02M","1994","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/usap",
"UACL","Universal Truckload Services, Inc.","16.11","$457.17M","2005","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/uacl",
"UVSP","Univest Corporation of Pennsylvania","20.82","$406.52M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/uvsp",
"UPIP","Unwired Planet, Inc.","0.97","$109.6M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/upip",
"UPLD","Upland Software, Inc.","7.36","$114.48M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/upld",
"URRE","Uranium Resources, Inc.","0.6","$30.45M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/urre",
"URBN","Urban Outfitters, Inc.","24.31","$3.01B","1993","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/urbn",
"ECOL","US Ecology, Inc.","37.58","$816.81M","n/a","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/ecol",
"DTYS","US Trsy 10-Year Bear ETN Ipath","19.9003","$62.51M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtys",
"DTYL","US Trsy 10-Year Bull ETN Ipath","75.37","$5.43M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtyl",
"DTUS","US Trsy 2-Year Bear ETN Ipath","32.2844","$12.07M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtus",
"DFVS","US Trsy 5-Year Bear ETN Ipath","31.3083","$1.58M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dfvs",
"FLAT","US Trsy Flattener ETN Ipath","60.1","$4.99M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/flat",
"DLBS","US Trsy Long Bond Bear ETN Ipath","21.47","$17.81M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dlbs",
"DLBL","US Trsy Long Bond Bull ETN Ipath","73.53","$4.14M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dlbl",
"STPP","US Trsy Steepener ETN Ipath","35.46","$14.43M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/stpp",
"USAT","USA Technologies, Inc.","2.95","$105.87M","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/usat",
"USATP","USA Technologies, Inc.","15.88","$7.07M","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/usatp",
"USAK","USA Truck, Inc.","19.83","$201.16M","1992","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/usak",
"USMD","USMD Holdings, Inc.","7.6001","$83.71M","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/usmd",
"UTMD","Utah Medical Products, Inc.","56.15","$210.58M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/utmd",
"UTIW","UTi Worldwide Inc.","6.98","$740.31M","2000","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/utiw",
"UTSI","UTStarcom Holdings Corp","2.46","$91.52M","2000","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/utsi",
"VALX","Validea Market Legends ETF","24.2999","$23.08M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/valx",
"VALU","Value Line, Inc.","16.6363","$162.92M","1983","Finance","Investment Managers","http://www.nasdaq.com/symbol/valu",
"VNDA","Vanda Pharmaceuticals Inc.","9.82","$420.45M","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vnda",
"VWOB","Vanguard Emerging Markets Government Bond ETF","75.92","$409.97M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vwob",
"VNQI","Vanguard Global ex-U.S. Real Estate ETF","52.78","$3.08B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vnqi",
"VGIT","Vanguard Intermediate -Term Government Bond ETF","64.67","$355.69M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vgit",
"VCIT","Vanguard Intermediate-Term Corporate Bond ETF","85.21","$5.44B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vcit",
"VCLT","Vanguard Long-Term Corporate Bond ETF","85.79","$1B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vclt",
"VGLT","Vanguard Long-Term Government Bond ETF","74.95","$127.42M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vglt",
"VMBS","Vanguard Mortgage-Backed Securities ETF","53.01","$1.5B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vmbs",
"VNR","Vanguard Natural Resources LLC","5.88","$767.13M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vnr",
"VNRAP","Vanguard Natural Resources LLC","14.85","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vnrap",
"VNRBP","Vanguard Natural Resources LLC","14.78","$103.46M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vnrbp",
"VNRCP","Vanguard Natural Resources LLC","14.8","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vnrcp",
"VONE","Vanguard Russell 1000 ETF","96.27","$529.49M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vone",
"VONG","Vanguard Russell 1000 Growth ETF","104.6001","$481.16M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vong",
"VONV","Vanguard Russell 1000 Value ETF","88.38","$424.22M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vonv",
"VTWO","Vanguard Russell 2000 ETF","95.48","$572.88M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vtwo",
"VTWG","Vanguard Russell 2000 Growth ETF","106.77","$149.48M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vtwg",
"VTWV","Vanguard Russell 2000 Value ETF","84.58","$76.12M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vtwv",
"VTHR","Vanguard Russell 3000 ETF","96.17","$173.11M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vthr",
"VCSH","Vanguard Short-Term Corporate Bond ETF","79.6","$10.49B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vcsh",
"VGSH","Vanguard Short-Term Government ETF","60.92","$578.74M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vgsh",
"VTIP","Vanguard Short-Term Inflation-Protected Securities Index Fund","48.35","$1.78B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vtip",
"BNDX","Vanguard Total International Bond ETF","53.22","$3.51B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bndx",
"VXUS","Vanguard Total International Stock ETF","46.65","$4.61B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vxus",
"VPCO","Vapor Corp.","0.3587","$3.69M","n/a","Consumer Non-Durables","Tobacco","http://www.nasdaq.com/symbol/vpco",
"VPCOU","Vapor Corp.","6.15","n/a","n/a","Consumer Non-Durables","Tobacco","http://www.nasdaq.com/symbol/vpcou",
"VRNS","Varonis Systems, Inc.","17.73","$441.83M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/vrns",
"VDSI","VASCO Data Security International, Inc.","18.72","$745.56M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/vdsi",
"VBLT","Vascular Biogenics Ltd.","5.69","$113.56M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vblt",
"VASC","Vascular Solutions, Inc.","35.52","$616.05M","2000","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/vasc",
"VBIV","VBI Vaccines Inc.","2.71","$63.77M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vbiv",
"WOOF","VCA Inc. ","54.58","$4.4B","2001","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/woof",
"VECO","Veeco Instruments Inc.","20.17","$825.82M","1994","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/veco",
"APPY","Venaxis, Inc.","0.33","$10.23M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/appy",
"VRA","Vera Bradley, Inc.","11.81","$448.45M","2010","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/vra",
"VCYT","Veracyte, Inc.","7.24","$200.3M","2013","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/vcyt",
"VSTM","Verastem, Inc.","2.22","$82M","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vstm",
"VCEL","Vericel Corporation","2.24","$53.29M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vcel",
"VRNT","Verint Systems Inc.","47.4","$2.95B","2002","Technology","EDP Services","http://www.nasdaq.com/symbol/vrnt",
"VRSN","VeriSign, Inc.","89.39","$9.97B","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/vrsn",
"VRSK","Verisk Analytics, Inc.","74.46","$12.62B","2009","Technology","EDP Services","http://www.nasdaq.com/symbol/vrsk",
"VBTX","Veritex Holdings, Inc.","16.89","$180.93M","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/vbtx",
"VRML","Vermillion, Inc.","1.8","$93.62M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/vrml",
"VSAR","Versartis, Inc.","12.3","$361.13M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vsar",
"VTNR","Vertex Energy, Inc","1.89","$53.32M","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/vtnr",
"VRTX","Vertex Pharmaceuticals Incorporated","131.97","$32.43B","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vrtx",
"VRTA","Vestin Realty Mortgage I, Inc.","3.41","$4.44M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/vrta",
"VRTB","Vestin Realty Mortgage II, Inc.","3.18","$7.92M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/vrtb",
"VIA","Viacom Inc.","53.92","$21.39B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/via",
"VIAB","Viacom Inc.","52.35","$18.19B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/viab",
"VSAT","ViaSat, Inc.","61.48","$2.97B","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/vsat",
"VIAV","Viavi Solutions Inc.","6.35","$1.51B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/viav",
"VICL","Vical Incorporated","0.46","$42.1M","1993","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vicl",
"VICR","Vicor Corporation","9.59","$372.01M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/vicr",
"CIZ","Victory CEMP Developed Enhanced Volatility Wtd Index ETF","32.1948","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ciz",
"CID","Victory CEMP International High Div Volatility Wtd Index ETF","33.2911","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cid",
"CIL","Victory CEMP International Volatility Wtd Index ETF","34.2901","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cil",
"CFO","Victory CEMP US 500 Enhanced Volatility Wtd Index ETF","36.88","$25.82M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cfo",
"CFA","Victory CEMP US 500 Volatility Wtd Index ETF","36.93","$7.39M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cfa",
"CSF","Victory CEMP US Discovery Enhanced Volatility Wtd Index ETF","36.583","$20.12M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/csf",
"CDC","Victory CEMP US EQ Income Enhanced Volatility Wtd Index ETF","36.2199","$23.54M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cdc",
"CDL","Victory CEMP US Large Cap High Div Volatility Wtd Index ETF","35.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cdl",
"CSB","Victory CEMP US Small Cap High Div Volatility Wtd Index ETF","34.3406","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/csb",
"CSA","Victory CEMP US Small Cap Volatility Wtd Index ETF","34.8406","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/csa",
"VBND","Vident Core U.S. Bond Strategy Fund","49.48","$425.53M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vbnd",
"VUSE","Vident Core US Equity ETF","26.16","$397.63M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vuse",
"VIDI","Vident International Equity Fund","20.94","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vidi",
"VDTH","Videocon d2h Limited","8.66","$850.85M","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/vdth",
"VGGL","Viggle Inc.","0.524","$13.17M","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/vggl",
"VKTX","Viking Therapeutics, Inc.","3.3","$31.94M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vktx",
"VBFC","Village Bank and Trust Financial Corp.","19.46","$27.59M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/vbfc",
"VLGEA","Village Super Market, Inc.","25.99","$368.23M","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/vlgea",
"VIMC","Vimicro International Corporation","13.26","$340.9M","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/vimc",
"VIP","VimpelCom Ltd.","3.6","$6.32B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/vip",
"VNOM","Viper Energy Partners LP","15.52","$1.24B","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vnom",
"VIRC","Virco Manufacturing Corporation","3.22","$48.29M","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/virc",
"VA","Virgin America Inc.","35.69","$1.57B","2014","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/va",
"VIRT","Virtu Financial, Inc.","21.98","$3.04B","2015","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/virt",
"VSCP","VirtualScopics, Inc.","2.93","$8.8M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/vscp",
"VRTS","Virtus Investment Partners, Inc.","134.89","$1.17B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/vrts",
"VRTU","Virtusa Corporation","49.49","$1.47B","2007","Technology","EDP Services","http://www.nasdaq.com/symbol/vrtu",
"VISN","VisionChina Media, Inc.","9.71","$49.58M","2007","Technology","Advertising","http://www.nasdaq.com/symbol/visn",
"VTAE","Vitae Pharmaceuticals, Inc.","14.45","$316.03M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vtae",
"VTL","Vital Therapies, Inc.","9.85","$299.69M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vtl",
"VVUS","VIVUS, Inc.","1.36","$141.49M","1994","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vvus",
"VIIZ","VIX Med-Term ETN Velocityshares","15.64","$1.96M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/viiz",
"VIIX","VIX Short-Term ETN Velocityshares","25.3","$4.25M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/viix",
"VOD","Vodafone Group Plc","33.69","$89.29B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/vod",
"VLTC","Voltari Corporation","7.22","$64.94M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/vltc",
"VOXX","VOXX International Corporation","5.75","$139.14M","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/voxx",
"VYGR","Voyager Therapeutics, Inc.","27.27","$709.97M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vygr",
"VRNG","Vringo, Inc.","0.3275","$36.92M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/vrng",
"VSEC","VSE Corporation","60","$322.49M","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/vsec",
"VTVT","vTv Therapeutics Inc.","6.87","$225.42M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vtvt",
"VUZI","Vuzix Corporation","5.83","$93.63M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/vuzi",
"VWR","VWR Corporation","26.57","$3.49B","2014","Consumer Durables","Diversified Electronic Products","http://www.nasdaq.com/symbol/vwr",
"WGBS","WaferGen Bio-systems, Inc.","0.8358","$12.08M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/wgbs",
"WBA","Walgreens Boots Alliance, Inc.","83.4","$90.81B","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/wba",
"WRES","Warren Resources, Inc.","0.29","$24.71M","2004","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/wres",
"WAFD","Washington Federal, Inc.","25.9","$2.43B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/wafd",
"WAFDW","Washington Federal, Inc.","8.4007","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/wafdw",
"WASH","Washington Trust Bancorp, Inc.","41.04","$697.74M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wash",
"WFBI","WashingtonFirst Bankshares Inc","22.5001","$236.67M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wfbi",
"WSBF","Waterstone Financial, Inc.","13.71","$403.48M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/wsbf",
"WVE","WAVE Life Sciences Ltd.","16.08","$336.61M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/wve",
"WAVX","Wave Systems Corp.","0.14","$8.39M","1994","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/wavx",
"WAYN","Wayne Savings Bancshares Inc.","12.65","$35.19M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/wayn",
